uid,domain,ann1,ann2,ann3,adjudicator,final_label,gold_role
1ba7ac2950eeca8c,Tech,neutral,negative,neutral,neutral,neutral,
31eb0e42f1846fd9,Tech,neutral,neutral,positive,neutral,neutral,
93781085023a109a,Tech,positive,positive,positive,positive,positive,gold_test
3f8c1d6b7c284cea,Tech,negative,negative,negative,negative,negative,
8049e95ab22776a6,Social,positive,positive,positive,positive,positive,gold_test
fe17513c69ed783b,Finance,positive,positive,positive,positive,positive,gold_test
308dd61bf69167c2,Tech,positive,positive,negative,positive,positive,
ed9e582d77fbf182,Tech,neutral,neutral,neutral,neutral,neutral,
c1da8f46df9aa942,Tech,neutral,neutral,neutral,neutral,neutral,
801ac968f117439b,Social,positive,positive,positive,positive,positive,gold_test
d754d7740bbc7421,Tech,negative,neutral,negative,negative,negative,
e431a763fddd86ad,Social,negative,negative,negative,negative,negative,gold_test
5d67f0986bd74298,Tech,negative,negative,negative,negative,negative,
8851109cc5578853,Social,positive,positive,positive,positive,positive,gold_test
776e1f4d26cd5667,Tech,negative,negative,negative,negative,negative,gold_test
f63bc7b4ef8a8186,Public,negative,negative,negative,negative,negative,gold_test
867b64e99dab1bfe,Tech,positive,positive,positive,positive,positive,
86dc71d922064589,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
4a95e63741fdcaf0,Tech,negative,negative,negative,negative,negative,gold_test
8eb454f51d296d3e,Finance,negative,negative,negative,negative,negative,gold_test
ee5fd272292d17ea,Tech,neutral,neutral,neutral,neutral,neutral,
7565e0eea4dad764,Tech,negative,neutral,negative,negative,negative,
97767e2838ee29fe,Tech,neutral,positive,neutral,neutral,neutral,
6237758602ec2455,Social,positive,positive,positive,positive,positive,gold_test
2536b112a526b44f,Tech,neutral,neutral,neutral,neutral,neutral,
88112774dfa0423c,Public,negative,negative,negative,negative,negative,gold_train
3a0fd8386ba6c1cf,Finance,positive,positive,positive,positive,positive,gold_test
d41ea7804a129cfc,Tech,neutral,neutral,neutral,neutral,neutral,
bc63398afe361d16,Public,negative,negative,negative,negative,negative,gold_train
31f0a06781f5bada,Tech,negative,negative,positive,negative,negative,
e2f728319ab3a64a,Public,negative,negative,negative,negative,negative,gold_dev
62795fd81d671aee,Tech,neutral,neutral,neutral,neutral,neutral,gold_dev
824e4b83fb562e5b,Public,negative,negative,negative,negative,negative,gold_dev
9e7ec58ca1cb7778,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
feecd3aeef86538a,Public,negative,negative,negative,negative,negative,gold_dev
5b0d96c0010e8d73,Tech,negative,negative,negative,negative,negative,
1538b60e4c553edd,Public,negative,negative,negative,negative,negative,gold_dev
e354bb2952d542b3,Tech,negative,negative,negative,negative,negative,gold_test
b0d83c49c144874b,Public,negative,negative,negative,negative,negative,gold_train
e6adcd76738ec3a0,Tech,neutral,neutral,neutral,neutral,neutral,
e49a7bd5ef52f022,Public,negative,negative,negative,negative,negative,gold_train
017f1374a444985a,Tech,neutral,neutral,neutral,neutral,neutral,gold_train
ca92c29ab22d8abc,Tech,negative,negative,negative,negative,negative,
60e10be63a23500d,Tech,neutral,neutral,negative,neutral,neutral,
e1ab2ad828585d4c,Tech,negative,negative,negative,negative,negative,
06322e93c045b852,Public,negative,negative,negative,negative,negative,gold_dev
fa086e2ca97f1e55,Tech,neutral,neutral,neutral,neutral,neutral,
2d75b53b50d77bd9,Public,negative,negative,negative,negative,negative,gold_train
29b47fa6d10203a8,Tech,positive,negative,negative,negative,negative,
cdaee584a1f2e04f,Tech,negative,negative,negative,negative,negative,
715dbe0445081ab9,Tech,neutral,neutral,neutral,neutral,neutral,
9c7511d237a00ec5,Tech,neutral,positive,neutral,neutral,neutral,gold_test
069ad7511800bc6c,Tech,negative,negative,negative,negative,negative,
12a6697fe3bf371b,Public,negative,negative,negative,negative,negative,gold_dev
2aa40a5b9cba92fb,Public,positive,negative,positive,positive,positive,gold_train
ab936e516f0c4344,Tech,negative,negative,negative,negative,negative,
1cb7f7fea69ae1f3,Tech,negative,positive,positive,positive,positive,
33bacdb8a06b7317,Finance,negative,negative,negative,negative,negative,gold_test
3894b7475a99fd3d,Tech,negative,negative,negative,negative,negative,
9b9b60320dd4f8f6,Tech,neutral,neutral,neutral,neutral,neutral,
55a9204bf511742b,Tech,neutral,neutral,neutral,neutral,neutral,
66b8da963d22792b,Tech,neutral,neutral,neutral,neutral,neutral,
52eb53b87b47138c,Tech,positive,positive,positive,positive,positive,
d527e062e30aa1a2,Tech,negative,negative,negative,negative,negative,gold_test
5d7db754f97cc814,Tech,neutral,neutral,neutral,neutral,neutral,
62b1c6b4b8b25975,Tech,positive,positive,positive,positive,positive,
191825ca3d70601e,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
adddd4a49444f44d,Tech,neutral,neutral,neutral,neutral,neutral,
50535c5a7122ebf2,Tech,neutral,positive,neutral,neutral,neutral,
9a617610c957a5f3,Tech,negative,negative,negative,negative,negative,
de5a0b4c49eb62b3,Retail,negative,negative,positive,negative,negative,gold_test
a792847e2afe4ec8,Tech,neutral,neutral,neutral,neutral,neutral,
a523e72db5cb37a3,Tech,neutral,neutral,neutral,neutral,neutral,
ba4ebdc9c6849368,Tech,neutral,neutral,neutral,neutral,neutral,
60a15f88c01e5b2e,Tech,neutral,neutral,neutral,neutral,neutral,
cb10fc5fef1fc5b0,Social,negative,negative,negative,negative,negative,gold_test
3520dd4b104a0751,Tech,neutral,neutral,neutral,neutral,neutral,
db2a91a2bc49ed2e,Tech,positive,neutral,positive,neutral,neutral,
4c49e4aa3c43df85,Tech,neutral,positive,positive,positive,positive,
3297a3f51c599532,Tech,positive,neutral,neutral,neutral,neutral,
35fd1e42ac24f715,Tech,negative,negative,negative,negative,negative,
aecc4feec42b3324,Retail,negative,neutral,negative,negative,negative,gold_test
c5e908a7ed1753cd,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
b80f4197253ec1d8,Public,negative,negative,negative,negative,negative,gold_dev
93982e8c44b40d76,Tech,neutral,neutral,neutral,neutral,neutral,
16a758e5b7e3d62c,Tech,neutral,neutral,neutral,neutral,neutral,gold_train
dc499580c9745f08,Tech,neutral,neutral,neutral,neutral,neutral,
2e203f1389c68ee7,Tech,negative,negative,negative,negative,negative,gold_train
dfdf04d18cfec23f,Public,negative,negative,negative,negative,negative,gold_train
ef61e41da0588da5,Public,negative,negative,negative,negative,negative,gold_test
32c55b0fee20ebf0,Tech,positive,positive,positive,positive,positive,
eb63fa49582f88b0,Tech,positive,positive,positive,positive,positive,
8014cba8e74ee7f9,Tech,neutral,neutral,positive,positive,positive,
9527238878c15bf3,Tech,positive,positive,positive,positive,positive,
66c387fde40fbf1d,Tech,positive,positive,positive,positive,positive,gold_test
3b755ec973e11b4d,Tech,positive,positive,neutral,positive,positive,
3f4332de3b258656,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
b1e021b77be42614,Tech,negative,negative,negative,negative,negative,
9eb0a934fa967e55,Tech,positive,positive,positive,positive,positive,
6a77a72fd9e40881,Tech,negative,neutral,negative,negative,negative,
6f912ebc90e5117c,Tech,neutral,neutral,neutral,neutral,neutral,
fc5ec593510f495c,Tech,positive,negative,positive,positive,positive,gold_dev
daa394c7b45d7c32,Tech,positive,positive,positive,positive,positive,
3ba94262dc98d656,Tech,neutral,neutral,neutral,neutral,neutral,
071c8b8f2a1a3445,Tech,positive,positive,positive,positive,positive,
0b8f7cad7fe11ca4,Tech,neutral,neutral,neutral,neutral,neutral,
3bd773d28da8b79d,Tech,neutral,positive,neutral,neutral,neutral,gold_test
bc86ff7b73cca4f2,Tech,neutral,neutral,neutral,neutral,neutral,
4b2336df822b2993,Tech,neutral,neutral,neutral,neutral,neutral,
66c3a2d9fbfaf91f,Tech,positive,positive,positive,positive,positive,
3eb08b13ebf9bab9,Tech,positive,positive,positive,positive,positive,gold_test
61369315c47c3653,Tech,neutral,neutral,neutral,neutral,neutral,
b219d75cb0daa054,Tech,neutral,neutral,neutral,neutral,neutral,
8e9efac5b33e0b5f,Social,neutral,neutral,neutral,neutral,neutral,gold_test
4d2bd727124d481c,Social,neutral,neutral,neutral,neutral,neutral,gold_test
e61af44b5bad5979,Tech,positive,positive,negative,positive,positive,
5aff08b0b6348861,Tech,neutral,negative,negative,negative,negative,
012b6f607534d0e8,Tech,neutral,neutral,positive,neutral,neutral,
42d45a221232c7d8,Tech,positive,positive,positive,positive,positive,
2be5bd6345e745ba,Tech,neutral,neutral,neutral,neutral,neutral,
381a3b9679174543,Tech,negative,negative,negative,negative,negative,
6b5c7e4e8971fca1,Tech,neutral,neutral,neutral,neutral,neutral,
9e591046404f0df4,Public,negative,negative,negative,negative,negative,gold_test
28f36016741f0cca,Public,positive,neutral,neutral,neutral,neutral,gold_train
aca4ace6e907292a,Tech,neutral,neutral,neutral,neutral,neutral,
1ef818b0060402a1,Tech,negative,negative,negative,negative,negative,
0a2658b03e8a1f7b,Tech,negative,positive,negative,negative,negative,
82ae7a266f0f8131,Finance,neutral,negative,neutral,negative,negative,gold_test
8d71004467c04b41,Public,negative,negative,negative,negative,negative,gold_train
286192c938dc61f5,Social,positive,positive,positive,positive,positive,gold_test
663f8c4cc606e829,Tech,negative,neutral,neutral,neutral,neutral,
5c51ea547dcdb334,Tech,negative,negative,positive,negative,negative,
8d433d62bb5425fc,Tech,negative,negative,negative,negative,negative,gold_test
f9008cfd704bf5a1,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
81a00b2e0d1743f9,Tech,positive,negative,negative,negative,negative,
0520524ef2f2be14,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
0b874ed7eebf071e,Tech,negative,negative,negative,negative,negative,
f305bbc017c0c4bf,Tech,neutral,neutral,neutral,neutral,neutral,
b611f79a309196d8,Tech,negative,negative,negative,negative,negative,
4e07c298c6be28d4,Tech,neutral,neutral,neutral,neutral,neutral,
920fe481212e00b9,Tech,positive,positive,positive,positive,positive,gold_test
58ad88189021a1d4,Tech,neutral,neutral,neutral,neutral,neutral,
ad7c3b6ebe89c487,Tech,neutral,neutral,neutral,neutral,neutral,
0b4c1b6ed0e14016,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
7bb94653a25aa8d6,Tech,neutral,neutral,neutral,neutral,neutral,
8957181d1cff0246,Social,positive,positive,positive,positive,positive,gold_test
16844561f32ff20d,Tech,neutral,neutral,neutral,neutral,neutral,
e80f63ae30711587,Retail,positive,positive,positive,positive,positive,gold_test
5f192c0bd4e492d5,Tech,positive,neutral,positive,positive,positive,
b2a41c6f1b133bc6,Finance,positive,positive,positive,positive,positive,gold_dev
6b8aa49ed5202f14,Tech,negative,negative,negative,negative,negative,
886bbd9cc7fff84c,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
a491d37600c9c820,Social,negative,negative,negative,negative,negative,gold_test
860c89538b4ce2e5,Tech,neutral,neutral,neutral,neutral,neutral,
f0c2c77bf36eeb5c,Tech,neutral,negative,neutral,negative,negative,
6f64895aed05b700,Tech,neutral,neutral,positive,neutral,neutral,
9ae0540de0b3d2f1,Tech,negative,negative,negative,negative,negative,gold_test
65d7d8cae59e8c42,Tech,neutral,neutral,neutral,neutral,neutral,
e50ab89f8bff5203,Retail,neutral,negative,neutral,neutral,neutral,gold_test
e771cf644e32f84f,Public,negative,negative,negative,negative,negative,gold_dev
67c57383179788cc,Social,neutral,neutral,neutral,neutral,neutral,gold_test
8dead57d78a02004,Tech,negative,negative,negative,negative,negative,
03d518d7af8be8c6,Tech,negative,negative,negative,negative,negative,
e22bad0654daa250,Tech,neutral,neutral,neutral,neutral,neutral,
9714d03ba39bedd7,Tech,neutral,neutral,neutral,neutral,neutral,
d56a100553597266,Tech,neutral,neutral,neutral,neutral,neutral,gold_train
0c5fbdf87ddbccbf,Public,negative,negative,negative,negative,negative,gold_train
ea98dc6b482640f4,Tech,negative,negative,negative,negative,negative,gold_test
d202ccc5ec69a7fc,Public,negative,negative,positive,negative,negative,gold_test
a63b712c347a83d6,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
83b41021a6cd3c5c,Tech,neutral,neutral,neutral,neutral,neutral,
39969298d0aa44e8,Tech,positive,positive,positive,positive,positive,gold_test
30a6c05f9c01cbd5,Tech,positive,positive,positive,positive,positive,
7cdcbc02e0610fa0,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
c471f87988a68922,Tech,positive,positive,positive,positive,positive,
f846542fc05de78b,Retail,negative,negative,neutral,negative,negative,gold_test
4db1feaf03397617,Tech,positive,positive,positive,positive,positive,gold_test
1b33acf706ae1c9d,Tech,positive,negative,negative,negative,negative,
802f968b1bdba65d,Tech,positive,positive,positive,positive,positive,
5753ae9e66c71de7,Tech,positive,positive,neutral,positive,positive,
2adb90b4f5165b98,Tech,negative,negative,negative,negative,negative,
e0e84c8ff6dd4dbf,Social,negative,negative,negative,negative,negative,gold_test
be73e6bcd945e3b8,Tech,positive,positive,positive,positive,positive,
426ed448f758ea80,Tech,negative,neutral,neutral,neutral,neutral,
aadda51e71e77662,Tech,negative,negative,negative,negative,negative,
a872b42817e57514,Tech,positive,negative,positive,negative,negative,
37573edc8557fd56,Tech,neutral,neutral,neutral,neutral,neutral,
66cb3c1838a314d1,Tech,neutral,neutral,negative,neutral,neutral,
8a4ee5080190e9a5,Finance,negative,negative,negative,negative,negative,gold_test
f3074e1d32387762,Tech,negative,negative,negative,negative,negative,
0a46c26701e6e8a2,Tech,negative,negative,negative,negative,negative,
a55ab2db4d6c6984,Tech,neutral,neutral,neutral,neutral,neutral,
2a96a56039ed3966,Tech,neutral,neutral,neutral,neutral,neutral,
873eb36567c03e27,Tech,neutral,neutral,neutral,neutral,neutral,
baa55335d1a23f77,Tech,neutral,neutral,neutral,neutral,neutral,
4ae93375da45ad6a,Tech,neutral,neutral,neutral,neutral,neutral,
400387df3df30a28,Tech,neutral,neutral,neutral,neutral,neutral,
93a41cb9962a7de8,Tech,neutral,neutral,neutral,neutral,neutral,
daa80da7b4e1ff88,Tech,positive,positive,positive,positive,positive,
57e5fb54a7e41640,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
660027eb298e215a,Finance,negative,neutral,neutral,neutral,neutral,gold_test
00cbbfc356600f5b,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
6237f9a6d7c5542b,Tech,neutral,neutral,neutral,neutral,neutral,
78b4bc07d9652f6f,Tech,positive,positive,positive,positive,positive,
a6b1e492ce4176bb,Finance,negative,neutral,negative,negative,negative,gold_test
923a290b6453a8b6,Finance,positive,positive,positive,positive,positive,gold_test
90548357bf4cc7ff,Tech,neutral,neutral,neutral,neutral,neutral,
9955d63bbed9423c,Finance,negative,negative,positive,negative,negative,gold_test
9f53da12ab5dd3d0,Tech,positive,positive,positive,positive,positive,gold_test
c7eca847c3e7656e,Tech,positive,positive,positive,positive,positive,gold_test
ae47b1dbbeff314c,Finance,negative,negative,negative,negative,negative,gold_test
8208d0282fc1729f,Public,neutral,negative,negative,negative,negative,gold_train
4ea560ef86688b04,Tech,neutral,neutral,neutral,neutral,neutral,
e6fa2c756e867909,Tech,positive,positive,positive,positive,positive,
1aee4e21fe1989b2,Tech,neutral,neutral,neutral,neutral,neutral,
ed5ad3ad312e7145,Tech,neutral,negative,negative,negative,negative,
fd4c6f9360745de0,Tech,positive,positive,positive,positive,positive,
29d9de008a7863f9,Tech,neutral,neutral,neutral,neutral,neutral,
231a3762a5c6e585,Tech,negative,negative,neutral,negative,negative,
3e76662332eb7a66,Finance,negative,negative,negative,negative,negative,gold_test
75660383e5e7b74e,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
d87dc10ffc192c60,Tech,positive,positive,positive,positive,positive,
ab60af85f8f32833,Tech,neutral,neutral,neutral,neutral,neutral,
4a6e1afecf073f70,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
0ae87c5c62bb21c9,Tech,positive,positive,positive,positive,positive,
37b46e69fe3f2625,Tech,negative,negative,neutral,negative,negative,
c469e1985ea815ac,Retail,negative,negative,negative,negative,negative,gold_test
f952534a2f3ca0e9,Retail,neutral,neutral,positive,neutral,neutral,gold_test
35b006b429cefd24,Tech,neutral,neutral,neutral,neutral,neutral,
683c2619d6d48c98,Tech,neutral,neutral,negative,neutral,neutral,
ea1702ceb5980f0e,Tech,neutral,neutral,neutral,neutral,neutral,
1a82c1a00dacf7c6,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
f3a3c353ae95090a,Public,negative,negative,negative,negative,negative,gold_dev
00e5d4c9516ef332,Public,negative,negative,negative,negative,negative,gold_train
d37642b0be389963,Public,negative,neutral,neutral,neutral,neutral,gold_test
ce50b65e74fcb92e,Public,negative,negative,negative,negative,negative,gold_train
ba4e20190f01fca5,Public,neutral,neutral,neutral,neutral,neutral,gold_test
ca94a282e2ee3cbf,Tech,neutral,neutral,negative,neutral,neutral,
d9b9399d614cff81,Tech,neutral,neutral,neutral,neutral,neutral,
765bfaaa29720b0e,Social,positive,positive,positive,positive,positive,gold_test
45f4e5acc42ede44,Tech,neutral,neutral,neutral,neutral,neutral,
6d450dc8aac553e8,Tech,neutral,neutral,neutral,neutral,neutral,
f2d45393d485230e,Social,positive,positive,positive,positive,positive,gold_dev
3cd3d34130049451,Social,neutral,neutral,positive,neutral,neutral,gold_test
b204ce2648200b5f,Tech,negative,negative,negative,negative,negative,
125948d6dd5b84dd,Tech,positive,positive,neutral,positive,positive,
01466483e9667515,Tech,negative,positive,negative,negative,negative,
2c1c9bb1d1f183f9,Retail,positive,positive,positive,positive,positive,gold_test
90a0ec6ab0be9b9e,Public,negative,negative,negative,negative,negative,gold_dev
dc2584515a642dca,Tech,neutral,neutral,neutral,neutral,neutral,
6213ea83f188acb6,Tech,neutral,neutral,neutral,neutral,neutral,
783bcc7babcfe6d9,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
fc7e47de4e5d2e9d,Tech,positive,positive,positive,positive,positive,
50ce3d0baeb09ab2,Tech,neutral,neutral,neutral,neutral,neutral,
9ccd1db15873e485,Social,negative,negative,negative,negative,negative,gold_test
1a152d6171d251ba,Tech,positive,negative,negative,negative,negative,
d2bf8edb700d26ac,Finance,negative,negative,negative,negative,negative,gold_test
a1f816456bfa0104,Tech,neutral,positive,positive,neutral,neutral,
cf991535f4bc3f7e,Tech,negative,negative,negative,negative,negative,
6ac9a783f9806850,Tech,negative,negative,negative,negative,negative,
4c5e6465c7660f7c,Tech,negative,negative,positive,negative,negative,
804f2a9cd3763c7b,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
74e4f3bd6866ecde,Tech,neutral,neutral,neutral,neutral,neutral,
81474d66938773e1,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
6521746ede6c032b,Tech,negative,negative,negative,negative,negative,
10f151995a5b7004,Tech,negative,negative,negative,negative,negative,gold_test
03f1dfe2205a224a,Tech,neutral,neutral,neutral,neutral,neutral,
1b5a92bada178cf2,Finance,neutral,neutral,negative,neutral,neutral,gold_test
4e0fe5fa048b3996,Social,negative,negative,negative,negative,negative,gold_test
5bd69bf603a77e24,Tech,negative,neutral,neutral,neutral,neutral,
b12e25d89ea9dd4d,Tech,neutral,neutral,neutral,neutral,neutral,
1085aefb26e8cbb8,Tech,negative,negative,negative,negative,negative,
bf5730f02135ffc5,Tech,negative,negative,negative,negative,negative,
ef17cb470f76785f,Tech,negative,negative,negative,negative,negative,
ada2576700184e8d,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
930541759b5e9a88,Tech,negative,negative,negative,negative,negative,gold_dev
f8dfa196f150aa5f,Tech,positive,positive,positive,positive,positive,
31506cb13c3cb9fa,Tech,neutral,neutral,neutral,neutral,neutral,
be159b2fffabeaed,Finance,negative,negative,neutral,negative,negative,gold_dev
d8b2387177bed517,Retail,neutral,negative,negative,negative,negative,gold_test
241543527678355c,Tech,negative,negative,negative,negative,negative,
44165a041eecd3b2,Tech,negative,negative,negative,negative,negative,gold_test
3b8b72067711e9f1,Tech,positive,positive,positive,positive,positive,
1fb0ae91e231b87e,Tech,negative,negative,negative,negative,negative,
82170e8599c26da3,Retail,positive,positive,positive,positive,positive,gold_test
f8d1572d25c10ac9,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
18e44b1338c6ae9c,Tech,neutral,neutral,neutral,neutral,neutral,
6352e6f00f792173,Retail,negative,negative,positive,negative,negative,gold_test
6bdea5a3946b0eac,Public,negative,negative,neutral,negative,negative,gold_test
8d90b47f8cecaa41,Retail,positive,negative,negative,negative,negative,gold_dev
821c96e5af4540bc,Tech,negative,negative,negative,negative,negative,gold_test
b48670f9b04c49d7,Tech,neutral,positive,positive,positive,positive,
500b1926fbbd2e65,Tech,negative,negative,negative,negative,negative,
aa445266b23e9b3e,Tech,neutral,negative,neutral,neutral,neutral,gold_dev
ca9fb82d0ccdf584,Tech,neutral,neutral,neutral,neutral,neutral,
2ba0853d0d4f5b5e,Public,positive,negative,negative,negative,negative,gold_dev
c234e5873c899f82,Finance,negative,negative,negative,negative,negative,gold_test
1ac594ba091b0370,Public,negative,negative,negative,negative,negative,gold_test
0bb10f1bc602e83e,Tech,neutral,neutral,neutral,neutral,neutral,
1fbbc1030ff60e5e,Tech,positive,positive,positive,positive,positive,
07f77aed861ed8a0,Tech,negative,negative,neutral,negative,negative,
fbf745b2a6789ed1,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
3115008129fe3c96,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
20dfc65d129a9b89,Tech,negative,negative,neutral,negative,negative,
1cb5bcc566d96de9,Tech,negative,negative,negative,negative,negative,
4a698333b0a4ac72,Tech,neutral,positive,positive,positive,positive,
646eccdc0e88e0e0,Tech,neutral,neutral,neutral,neutral,neutral,
16faa9f889bed1f5,Tech,positive,positive,positive,positive,positive,
416f962444c3db6c,Tech,positive,positive,positive,positive,positive,
3915fb698d2f8530,Tech,neutral,neutral,neutral,neutral,neutral,
89a8b8ad4490558c,Tech,positive,positive,positive,positive,positive,
67cf598492bf9f3a,Tech,neutral,neutral,neutral,neutral,neutral,
937f7dc917fbbc44,Social,positive,positive,positive,positive,positive,gold_test
7796a37507f6507d,Retail,positive,neutral,neutral,neutral,neutral,gold_test
3a14cc01463422ba,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
f7a95e76282c3f64,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
244952f50622f29a,Tech,neutral,positive,positive,positive,positive,
d8f857acb18f8d5b,Tech,negative,negative,negative,negative,negative,
5caaf8dca7133b5c,Tech,negative,negative,negative,negative,negative,gold_test
97820fdd47628293,Tech,positive,positive,positive,positive,positive,
7b9917ae484adc0e,Social,positive,positive,positive,positive,positive,gold_dev
cd84b09329260942,Tech,negative,negative,negative,negative,negative,
38e8066b28994067,Tech,neutral,neutral,neutral,neutral,neutral,
0308a21cf65fb4bf,Tech,neutral,neutral,neutral,neutral,neutral,
6c25a7883e3ab2e8,Tech,neutral,neutral,neutral,neutral,neutral,
e3a3c5680106feb2,Tech,neutral,positive,positive,positive,positive,
cfaca8f47b23091e,Tech,negative,negative,negative,negative,negative,
001d8f6342dd6995,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
e9ad17559a90006b,Tech,positive,negative,negative,negative,negative,
4b11fa664af26e7a,Tech,neutral,negative,negative,negative,negative,
e4884e3158b92144,Finance,negative,negative,neutral,negative,negative,gold_train
573ae1b60ac0ca74,Tech,positive,positive,positive,positive,positive,
19708e22fe5fe004,Tech,negative,negative,negative,negative,negative,
adbcbcbb479c51ab,Tech,negative,negative,negative,negative,negative,
ee62795f283833d1,Social,positive,positive,negative,positive,positive,gold_test
11aca2968730536d,Tech,negative,neutral,neutral,neutral,neutral,gold_test
fcafb2a47b728b11,Tech,positive,positive,neutral,positive,positive,
c8836634adb219a9,Tech,positive,positive,positive,positive,positive,
89ecb185280ee674,Tech,neutral,neutral,neutral,neutral,neutral,
ddf185f4a25c017c,Finance,positive,positive,positive,positive,positive,gold_dev
48b56c6de8c21426,Tech,positive,positive,positive,positive,positive,
eee858769719aba4,Tech,neutral,negative,neutral,neutral,neutral,
9390e9ca66b73c89,Tech,neutral,neutral,neutral,neutral,neutral,
ff4b2585348c8c6e,Tech,neutral,neutral,neutral,neutral,neutral,
c00e53bd540bc3fb,Tech,neutral,neutral,neutral,neutral,neutral,
e9312d2b72a1c475,Tech,positive,positive,positive,positive,positive,gold_dev
aba9f116da189585,Tech,positive,neutral,positive,positive,positive,
2c6612f55826335b,Tech,neutral,neutral,positive,neutral,neutral,
af711541e823a187,Tech,positive,negative,negative,negative,negative,
c591314976f41c44,Finance,positive,negative,negative,negative,negative,gold_test
b4fc51881ac0a1e3,Tech,negative,negative,negative,negative,negative,
e9e6fc653a763fbc,Finance,positive,positive,positive,positive,positive,gold_train
768f173de229c7c1,Tech,positive,positive,neutral,positive,positive,
3179b0f353a0f5a5,Retail,positive,positive,positive,positive,positive,gold_test
017932ef2f252b35,Finance,negative,negative,negative,negative,negative,gold_test
416092560f3f2db3,Finance,positive,positive,positive,positive,positive,gold_test
86d93f0d55d2e8c1,Retail,positive,positive,positive,positive,positive,gold_test
65be5242e0f0c894,Tech,positive,positive,positive,positive,positive,gold_test
9515eecc5fad38d8,Tech,negative,negative,positive,negative,negative,gold_test
90d848ce98750a21,Tech,neutral,neutral,neutral,neutral,neutral,
1c42e79e578df17f,Tech,neutral,neutral,neutral,neutral,neutral,
ca673fc009275dd3,Public,neutral,neutral,neutral,neutral,neutral,gold_test
fd782e56e55ed8cf,Retail,negative,neutral,neutral,neutral,neutral,gold_dev
94407cb0346d3bea,Retail,neutral,neutral,negative,neutral,neutral,gold_dev
b18fe878ea22df60,Tech,positive,positive,positive,positive,positive,
7851cbdccfa0ba4f,Tech,neutral,negative,negative,negative,negative,
d25ca6c71f4dd255,Tech,negative,neutral,neutral,neutral,neutral,
646ceb7c04a72be4,Public,neutral,neutral,neutral,neutral,neutral,gold_test
aa9d93c99591b046,Tech,neutral,neutral,neutral,neutral,neutral,
e803ffd6660f2bef,Tech,neutral,neutral,neutral,neutral,neutral,
a2e974ccb370bcdb,Public,neutral,negative,negative,negative,negative,gold_dev
0ed40c797e198750,Tech,neutral,neutral,neutral,neutral,neutral,
657d55286ef38e42,Finance,negative,negative,negative,negative,negative,gold_test
bcedd58148fdda6b,Tech,positive,negative,negative,negative,negative,gold_test
e4e55e0f8af5fabd,Tech,neutral,neutral,neutral,neutral,neutral,
fcd35074b98db698,Tech,neutral,neutral,neutral,neutral,neutral,
68d57a25f39b2bb8,Tech,neutral,neutral,neutral,neutral,neutral,
07ad9f5e3de6e22b,Tech,neutral,negative,neutral,neutral,neutral,
16d75ecdeda37cee,Tech,negative,negative,negative,negative,negative,
a77e2bb825ba75a5,Tech,neutral,neutral,neutral,neutral,neutral,
2daeee66a8214314,Tech,positive,positive,neutral,positive,positive,
50ea7bf62a406294,Tech,positive,positive,positive,positive,positive,
9c30384cb187bc52,Tech,neutral,neutral,neutral,neutral,neutral,
d684d0e29b2795bd,Tech,positive,positive,positive,positive,positive,
02e8da9ccd7c46ae,Tech,positive,positive,negative,positive,positive,gold_test
f69b35334fdfdec5,Tech,neutral,neutral,negative,neutral,neutral,
dcdff803cebd1ace,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
b511820c81c68d8a,Tech,neutral,neutral,neutral,neutral,neutral,
755e2e19953d0a99,Tech,neutral,neutral,neutral,neutral,neutral,
bb7dd70a4075437d,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
65e2b530baecdeda,Social,positive,positive,negative,positive,positive,gold_test
9da4bcd956db2362,Tech,negative,negative,negative,negative,negative,
c38775a86b082908,Finance,negative,neutral,neutral,neutral,neutral,gold_train
34d9795609929703,Tech,neutral,neutral,neutral,neutral,neutral,
